cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/17/2016,8/23/2016,"CVOTER International","C+",1196,"lv",.0001856,47.59,48.29,,,45.73156,47.08378,,,"","http://www.upi.com/Top_News/US/2016/08/25/UPICVoter-poll-Donald-Trump-leading-Hillary-Clinton-for-first-time-in-weeks/8291472137479/?spt=sec&or=tn",44987,69021,8/25/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"California",8/24/2016,8/30/2016,"Google Consumer Surveys","B",1584,"lv",.0001838,43.75,26.11,8.24,,50.96092,35.8576,3.804492,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45494,70812,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/2/2016,8/6/2016,"Ipsos","A-",1175,"lv",.0001807,41.2,35.5,7.7,,42.61543,39.97382,4.565876,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44804,68605,8/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Kansas",8/10/2016,8/16/2016,"Google Consumer Surveys","B",244,"lv",.0001788,34.98,30.11,12.32,,41.99256,40.42789,7.984621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45606,70991,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",6/24/2016,6/27/2016,"YouGov","B",1069,"rv",.0001781,40,35,8,,43.37287,40.91524,5.337173,,"","http://www.realclearpolitics.com/docs/2016/Economist_General_Election_June_24_to_27_2016.pdf",44455,67508,6/29/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/30/2016,9/5/2016,"USC Dornsife/LA Times","",2605,"lv",.0001756,43.55,44.34,,,45.34205,43.37809,,,"","http://latimes.com/politics/",45338,70490,9/6/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/6/2016,9/8/2016,"The Times-Picayune/Lucid","",1780,"lv",.0001748,42,36,8,,44.0531,42.12806,2.723393,,"","https://luc.id/2016-presidential-tracker/",46209,72268,9/28/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/16/2016,8/22/2016,"CVOTER International","C+",1214,"lv",.0001736,48.35,47.48,,,46.48198,46.30485,,,"","https://www.documentcloud.org/documents/3033919-UPI-CVoter-Release-2016-August-24.html",44932,68952,8/24/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",3/17/2016,3/24/2016,"DFM Research","B-",674,"lv",.0001723,42,40,,,38.85844,42.53063,,,"","http://www.kansascity.com/news/local/news-columns-blogs/the-buzz/article69418112.html",36704,50538,4/8/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/29/2016,9/4/2016,"USC Dornsife/LA Times","",2732,"lv",.0001721,42.75,44.67,,,44.53339,43.73977,,,"","http://latimes.com/politics/",45324,70431,9/5/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",8/17/2016,8/23/2016,"Google Consumer Surveys","B",512,"lv",.0001718,40.49,23.95,10.86,,47.68629,34.17427,6.444737,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45546,70931,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Alabama",8/10/2016,8/16/2016,"Google Consumer Surveys","B",407,"lv",.0001702,19.55,54.53,5.69,,26.27062,64.03712,1.354621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45592,70977,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",2/21/2016,2/22/2016,"SurveyUSA","A",1289,"lv",.00017,44,47,,,40.31067,46.83048,,,"","http://www.surveyusa.com/client/PollReport.aspx?g=5d56f70b-d2d2-4f08-935b-d812fdc2b5d7",36436,66118,6/2/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",5/15/2016,5/15/2016,"Opinion Savvy/InsiderAdvantage","C-",587,"lv",.0001692,41,44,,,39.32504,44.8475,,,"","http://opinionsavvy.com/wp-content/uploads/2016/05/GA-5.16.16-Full.pdf",44080,65954,5/18/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",8/17/2016,8/23/2016,"Google Consumer Surveys","B",898,"lv",.0001691,37.04,32.82,8.22,,44.0465,42.57493,3.804738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45578,70963,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/22/2016,7/26/2016,"Ipsos","A-",2332,"lv",.0001689,37.6,38.4,5.8,,39.49208,42.60392,2.799139,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44686,68273,7/26/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/1/2016,8/5/2016,"Ipsos","A-",1196,"lv",.0001672,39.8,36.8,7.4,,41.20642,41.25486,4.291184,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44805,68606,8/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",8/10/2016,8/16/2016,"Google Consumer Surveys","B",437,"lv",.000167,48.93,21.31,8.47,,55.81543,31.27483,4.134621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45610,70995,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/15/2016,8/21/2016,"CVOTER International","C+",1259,"lv",.0001652,47.98,47.24,,,46.0994,46.09879,,,"","http://www.upi.com/Top_News/US/2016/08/23/UPICVoter-poll-Hillary-Clinton-Donald-Trump-hold-steady-in-virtual-tie/4241471961806/?spt=sec&or=tn",44917,68903,8/23/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",8/5/2016,8/18/2016,"Ipsos","A-",438,"lv",.0001644,47.24,45.25,,,46.45478,47.34421,,,"","http://www.reuters.com/statesofthenation",44970,69003,8/24/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",8/10/2016,8/16/2016,"Google Consumer Surveys","B",380,"lv",.0001626,45.18,26.09,6.13,,52.25781,36.58911,1.794621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45627,71012,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",8/17/2016,8/23/2016,"Google Consumer Surveys","B",631,"lv",.0001609,31.81,35.98,9.81,,38.8171,45.7364,5.394738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45555,70940,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",8/17/2016,8/23/2016,"Google Consumer Surveys","B",545,"lv",.0001608,35.53,34.72,8.7,,42.55912,44.53087,4.284738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45564,70949,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/23/2016,7/27/2016,"Ipsos","A-",2062,"lv",.0001606,39,36.9,5.9,,40.84373,41.11124,2.894967,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44710,68344,7/30/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",8/17/2016,8/23/2016,"Google Consumer Surveys","B",542,"lv",.0001593,33.34,33.02,7.94,,40.44225,43.0117,3.524738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45562,70947,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/21/2016,7/25/2016,"Ipsos","A-",2289,"lv",.0001588,38,38.2,6.2,,39.93363,42.40276,3.196049,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44687,68274,7/26/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/28/2016,9/3/2016,"USC Dornsife/LA Times","",2656,"lv",.0001565,42.37,45.01,,,44.14385,44.10753,,,"","http://latimes.com/politics/",45323,69704,9/4/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/25/2016,7/29/2016,"Ipsos","A-",1662,"lv",.0001553,38.3,36.1,5.3,,40.04813,40.31818,2.274999,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44712,68346,7/30/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",8/17/2016,8/23/2016,"Google Consumer Surveys","B",685,"lv",.0001541,41.95,27.88,6.76,,49.10769,38.0088,2.344738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45588,70973,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",8/10/2016,8/16/2016,"Google Consumer Surveys","B",481,"lv",.0001535,24.83,41.48,9.62,,31.73155,51.4896,5.284621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45632,71017,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/24/2016,7/28/2016,"Ipsos","A-",1787,"lv",.0001518,38.4,36.8,5.7,,40.19743,41.01265,2.685397,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44711,68345,7/30/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",8/5/2016,8/18/2016,"Ipsos","A-",630,"lv",.000151,43.97,42.89,,,42.67257,44.73166,,,"","http://www.reuters.com/statesofthenation",44959,68992,8/24/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/25/2016,8/27/2016,"The Times-Picayune/Lucid","",3231,"lv",.0001495,42,37,7,,44.035,43.59737,1.591008,,"","https://luc.id/2016-presidential-tracker/",46200,72259,9/28/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/27/2016,9/2/2016,"USC Dornsife/LA Times","",2711,"lv",.0001494,42.35,45.26,,,44.11381,44.3861,,,"","http://latimes.com/politics/",45322,69703,9/4/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",8/10/2016,8/16/2016,"Google Consumer Surveys","B",444,"lv",.0001477,50.33,21.5,10.02,,57.63488,32.62971,5.684621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45609,70994,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/31/2016,8/4/2016,"Ipsos","A-",1153,"lv",.0001475,40,38,6,,41.41832,42.42029,2.917198,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44776,68544,8/5/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/20/2016,7/24/2016,"Ipsos","A-",2063,"lv",.0001442,38.8,37.5,6.6,,40.77914,41.69499,3.595048,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44688,68275,7/26/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/27/2016,7/31/2016,"Ipsos","A-",1309,"lv",.0001439,42.8,34,5.2,,44.44033,38.29188,2.150476,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44750,68434,8/2/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/26/2016,7/30/2016,"Ipsos","A-",1393,"lv",.0001436,40.7,34.7,5.5,,42.3928,38.95407,2.464264,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44751,68435,8/2/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/14/2016,8/20/2016,"CVOTER International","C+",1191,"lv",.0001432,48.19,47.47,,,46.29398,46.37253,,,"","http://www.upi.com/Top_News/US/2016/08/22/UPICVoter-poll-Donald-Trump-sticks-to-script-comes-to-within-1-of-Hillary-Clintons-lead/3141471867581/?spt=sec&or=tn",44910,68894,8/22/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/29/2016,8/2/2016,"Ipsos","A-",1283,"lv",.000143,42.9,35.8,5,,44.44733,40.13483,1.938709,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44778,68546,8/5/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",5/17/2016,5/20/2016,"American Research Group","C+",980,"rv",.0001427,46,46,,,45.84509,48.11015,,,"","http://americanresearchgroup.com/pres2016/na16-1.html",44116,66005,5/23/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/19/2016,7/23/2016,"Ipsos","A-",1864,"lv",.0001425,37.9,38.7,6.3,,39.9291,42.8948,3.289849,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44689,68276,7/26/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/28/2016,8/1/2016,"Ipsos","A-",1291,"lv",.0001395,42.1,34.2,5.2,,43.69612,38.51621,2.138652,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44749,68433,8/2/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/26/2016,9/1/2016,"USC Dornsife/LA Times","",2650,"lv",.0001367,43.33,44.04,,,45.07498,43.19538,,,"","http://latimes.com/politics/",45269,69630,9/2/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",4/22/2016,4/28/2016,"IBD/TIPP","A-",814,"rv",.0001357,47,40,,,48.48338,43.80413,,,"","http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/",44007,65250,5/2/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/30/2016,8/3/2016,"Ipsos","A-",1143,"lv",.0001353,41.6,37.4,6,,43.07792,41.77232,2.938875,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44777,68545,8/5/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",7/29/2016,8/18/2016,"Ipsos","A-",420,"lv",.0001347,42.39,38.74,,,40.56494,40.22782,,,"","http://www.reuters.com/statesofthenation",44944,68977,8/24/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",8/17/2016,8/23/2016,"Google Consumer Surveys","B",772,"lv",.0001336,30.73,35.27,7.48,,37.8109,45.20891,3.064738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45575,70960,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/18/2016,7/22/2016,"Ipsos","A-",1579,"lv",.0001305,37,39.8,6,,39.07687,44.00222,2.989872,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44665,68207,7/22/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",8/10/2016,8/16/2016,"Google Consumer Surveys","B",636,"lv",.0001284,40.29,25.98,12.4,,47.18222,35.96369,8.064621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45635,71020,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Washington",8/10/2016,8/16/2016,"Google Consumer Surveys","B",595,"lv",.0001281,43.08,27.17,6.57,,50.18037,37.73177,2.234621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45637,71022,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",8/10/2016,8/16/2016,"Google Consumer Surveys","B",323,"lv",.0001281,37.83,28.17,10.55,,44.88455,38.60452,6.214621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45602,70987,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/25/2016,8/31/2016,"USC Dornsife/LA Times","",2646,"lv",.0001278,42.4,45.01,,,44.13178,44.20422,,,"","http://latimes.com/politics/",45255,69597,9/1/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/12/2016,9/18/2016,"SurveyMonkey","C-",13230,"lv",.0001242,45,40,10,,45.32991,42.68684,4.008658,,"","https://www.scribd.com/document/324571615/NBC-News-SurveyMonkey-Toplines-and-Methodology-9-12-9-18",45894,71676,9/20/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"New York",8/17/2016,8/23/2016,"Google Consumer Surveys","B",947,"lv",.0001241,39.08,27.65,7.77,,46.18644,37.65205,3.354738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45574,70959,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/5/2016,9/7/2016,"The Times-Picayune/Lucid","",1327,"lv",.0001219,42,35,9,,44.0661,41.1725,3.70074,,"","https://luc.id/2016-presidential-tracker/",46207,72266,9/28/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/4/2016,8/5/2016,"Morning Consult","",2001,"rv",.0001211,41,33,9,,45.19063,40.98026,3.25002,,"","https://morningconsultintelligence.com/media/mc/160802_topline_trend_v2_AP.pdf",44783,68577,8/7/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/13/2016,8/19/2016,"CVOTER International","C+",1096,"lv",.0001208,49.45,45.85,,,47.53282,44.78996,,,"","http://www.upi.com/Top_News/US/2016/08/22/UPICVoter-poll-Donald-Trump-sticks-to-script-comes-to-within-1-of-Hillary-Clintons-lead/3141471867581/?spt=sec&or=tn",44909,68893,8/22/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Illinois",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1047,"lv",.0001194,35.37,28.77,8.84,,42.43182,38.66174,4.424738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45554,70939,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1157,"lv",.000119,32.89,38.78,8.69,,39.91848,48.58928,4.274737,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45583,70968,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",8/10/2016,8/16/2016,"Google Consumer Surveys","B",555,"lv",.0001176,40.71,25.69,9.02,,47.7413,36.05996,4.684621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45613,70998,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/24/2016,8/30/2016,"USC Dornsife/LA Times","",2576,"lv",.0001166,41.87,45.29,,,43.60168,44.5406,,,"","http://latimes.com/politics/",45240,69549,8/31/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",6/18/2016,6/20/2016,"YouGov","B",1011,"rv",.0001166,43,39,4,,46.30261,44.92081,1.297414,,"","http://www.realclearpolitics.com/docs/2016/Economist_YouGov_General_Election_June_18_20.pdf",44391,67338,6/22/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"California",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1668,"lv",.0001155,40.62,27.65,9.69,,47.72957,37.65982,5.274737,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45545,70930,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1288,"lv",.0001147,32.58,40.47,7.62,,39.64715,50.3749,3.204738,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45549,70934,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Arizona",8/10/2016,8/16/2016,"Google Consumer Surveys","B",544,"lv",.0001144,37.14,32.91,8.23,,44.12983,43.16478,3.89462,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45594,70979,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/23/2016,8/25/2016,"The Times-Picayune/Lucid","",2903,"lv",.0001141,41,37,8,,43.01404,43.67246,2.585938,,"","https://luc.id/2016-presidential-tracker/",46198,72257,9/28/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/16/2016,7/20/2016,"Ipsos","A-",1236,"lv",.0001125,40.5,36.1,7.1,,42.64558,40.33661,4.104167,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44664,68209,7/22/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/17/2016,7/21/2016,"Ipsos","A-",1279,"lv",.0001122,40,35.9,7.6,,42.11749,40.11591,4.594956,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44666,68208,7/22/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/15/2016,7/19/2016,"Ipsos","A-",1217,"lv",.0001113,41.9,35.4,6.2,,44.07893,39.65615,3.213433,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44626,68072,7/19/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",4/10/2016,4/14/2016,"NBC News/Wall Street Journal","A-",1000,"rv",.0001096,50,39,,,48.76553,44.01621,,,"","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/16229%20NBCWSJ%20April%20Poll.pdf",42182,59677,4/19/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/24/2016,8/26/2016,"The Times-Picayune/Lucid","",2565,"lv",.0001091,42,36,8,,44.02358,42.63434,2.587259,,"","https://luc.id/2016-presidential-tracker/",46199,72258,9/28/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/27/2016,8/29/2016,"The Times-Picayune/Lucid","",2009,"lv",.0001081,42,37,8,,44.07708,43.53868,2.579886,,"","https://luc.id/2016-presidential-tracker/",46202,72261,9/28/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",8/10/2016,8/16/2016,"Google Consumer Surveys","B",682,"lv",.0001076,37.13,29.03,8.32,,44.09774,39.22341,3.984621,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45612,70997,9/9/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/10/2016,8/16/2016,"Google Consumer Surveys","B",22143,"lv",.0001073,36.72,31.76,8.59,,43.67097,41.90685,4.254621,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/luS",45247,69564,8/31/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/23/2016,8/29/2016,"USC Dornsife/LA Times","",2500,"lv",.0001062,42.32,45.07,,,44.03771,44.35091,,,"","http://latimes.com/politics/",45145,69403,8/30/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/14/2016,7/18/2016,"Ipsos","A-",1180,"lv",.0001029,41.6,33.8,7.2,,43.79356,38.07809,4.22156,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44627,68073,7/19/16,"14:06:58  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/29/2016,9/4/2016,"SurveyMonkey","C-",32226,"rv",.0001023,41,37,12,,42.84535,42.26609,4.867999,,"","http://www.nbcnews.com/politics/2016-election/clinton-holds-steady-against-trump-campaign-enters-final-weeks-poll-n642931",45339,70492,9/6/16,"14:06:58  4 Nov 2016"
